ticker,company_name,exchange,sector_detail,industry_group,year,quarter,absolute_quarter,current_market_cap,avg_volume_3m,current_shares_outstanding,quarter_market_cap,quarter_shares_outstanding,qmj_profitability,qmj_growth,qmj_safety,qmj_score,qmj_rank,z_value_historical,z_momentum_historical,value_raw_score,momentum_raw_score,value_recent_score,momentum_recent_score,z_value_recent,z_momentum_recent,gold_updated_at,gold_invocation_id
QCG,Công ty Cổ phần Quốc Cường Gia Lai,HSX,Bất động sản,Bất động sản,2024,4,8100,3783025688750.0,497842.0,275129141.0,3219010949700.0000,275129141.0000,-1.472,-0.49,0.319,-0.803,155,1.005,0.777,1.2770000000000000,0.191000000000000000,1.103,0.224000000000000000,0.686,0.702,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
MSN,Công ty Cổ phần Tập đoàn Masan,HSX,Thực phẩm,Thực phẩm và đồ uống,2024,4,8100,117381976764400.0,7086662.0,1520491927.0,105904966090000.0000,1512928087.0000,0.395,-0.703,-1.353,-0.819,156,-1.223,0.262,0.3180000000000000,0.081000000000000000,0.298,0.241000000000000000,-1.306,0.733,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CRE,Công ty Cổ phần Bất động sản Thế Kỷ,HSX,Bất động sản,Bất động sản,2024,4,8100,3472951410740.0,274630.0,463678426.0,3616691722800.0000,463678426.0000,-0.854,-1.047,0.149,-0.835,157,1.261,-1.018,1.5470000000000000,-0.183000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2024,4,8100,39268424806400.0,17641898.0,3067845688.0,28102459200000.0000,2341871600.0000,-0.722,-0.408,-0.63,-0.852,158,0.775,0.353,1.1240000000000000,0.107000000000000000,0.861,0.083000000000000000,0.304,0.3,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CKG,Công ty Cổ phần Tập đoàn CIC,HSX,Bất động sản,Bất động sản,2024,4,8100,1386690497820.0,43262.0,161807526.0,2152861558600.0000,95259361.0000,-0.525,-0.539,-0.715,-0.868,159,-0.198,0.05,0.6290000000000000,0.046000000000000000,1.4,-0.450000000000000000,1.139,-1.683,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
MML,Công ty Cổ phần Masan MEATLife,UPCOM,Thực phẩm,Thực phẩm và đồ uống,2024,4,8100,10754012712800.0,164433.0,340316858.0,7798546454100.0000,329052593.0000,0.329,-0.883,-1.296,-0.884,160,-0.493,-1.24,0.5460000000000000,-0.237000000000000000,0.488,0.165000000000000000,-0.769,0.558,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,HSX,Bất động sản,Bất động sản,2024,4,8100,28728701414400.0,4901116.0,1122214899.0,6498000000000.0000,180000000.0000,-0.933,-1.26,0.191,-0.901,161,1.582,0.242,2.1150000000000000,0.078000000000000000,0.63,-0.057000000000000000,-0.388,-0.599,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PVM,Công ty Cổ phần Máy - Thiết bị Dầu khí,UPCOM,Nhà cung cấp thiết bị,Hàng & Dịch vụ Công nghiệp,2024,4,8100,753452700000.0,13427.0,38638600.0,618217600000.0000,38638600.0000,-1.353,-0.228,-0.475,-0.917,162,0.403,0.918,0.9140000000000000,0.246000000000000000,0.738,0.226000000000000000,-0.03,0.713,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VGS,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,HNX,Thép và sản phẩm thép,Tài nguyên Cơ bản,2024,4,8100,1495036966500.0,554127.0,61524155.0,1750675543800.0000,55932126.0000,-0.604,-0.801,-0.687,-0.934,163,-0.403,1.2,0.5750000000000000,0.397000000000000000,0.853,0.065000000000000000,0.28,0.196,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HT1,Công ty Cổ phần Xi măng VICEM Hà Tiên,HSX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2024,4,8100,5742928160550.0,643635.0,381589911.0,4464601958700.0000,381589911.0000,-0.933,-0.949,-0.234,-0.95,164,0.711,-0.232,1.0810000000000000,-0.033000000000000000,0.856,0.361000000000000000,0.292,1.095,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HPG,Công ty Cổ phần Tập đoàn Hòa Phát,HSX,Thép và sản phẩm thép,Tài nguyên Cơ bản,2024,4,8100,214145497354500.0,44915422.0,7675465855.0,170460067830000.0000,6396250200.0000,0.079,-1.457,-0.758,-0.966,165,-0.173,-0.353,0.6370000000000000,-0.055000000000000000,0.596,0.038000000000000000,-0.471,0.031,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PC1,Công ty Cổ phần Tập đoàn PC1,HSX,Xây dựng,Xây dựng và Vật liệu,2024,4,8100,9233355950350.0,8011547.0,411285343.0,8190004570900.0000,357642121.0000,-0.381,-0.392,-1.396,-0.983,166,-0.122,-0.998,0.6470000000000000,-0.173000000000000000,0.59,0.335000000000000000,-0.507,1.043,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2024,4,8100,7139325519200.0,1294306.0,287876029.0,6031002807550.0000,287876029.0000,-0.972,-1.293,0.078,-0.999,167,-0.083,-1.069,0.6750000000000000,-0.192000000000000000,0.639,0.542000000000000000,-0.34,1.342,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
MPC,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,UPCOM,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2024,4,8100,6497706600000.0,120528.0,401093000.0,6014074500000.0000,400938300.0000,-0.578,-1.178,-0.503,-1.015,168,0.365,-0.776,0.8910000000000000,-0.116000000000000000,0.805,0.505000000000000000,0.113,1.291,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,HNX,Bất động sản,Bất động sản,2024,4,8100,1277800953000.0,768338.0,193606205.0,2574962526500.0000,193606205.0000,-1.209,-0.687,-0.489,-1.032,169,0.455,0.141,0.9410000000000000,0.057000000000000000,1.546,0.075000000000000000,1.318,0.248,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BSR,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,HSX,Sản xuất và Khai thác dầu khí,Dầu khí,2024,4,8100,125182492150000.0,20093161.0,5007299686.0,70691391244800.0000,3100499616.0000,-1.183,-1.244,0.007,-1.048,170,0.173,0.161,0.8340000000000000,0.059000000000000000,0.483,0.736000000000000000,-0.817,1.487,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VC7,Công ty Cổ phần Tập đoàn BGI,HNX,Xây dựng,Xây dựng và Vật liệu,2024,4,8100,749506336800.0,156145.0,96090556.0,1172304783200.0000,96090556.0000,-1.537,-0.507,-0.375,-1.065,171,0.352,-1.2,0.8880000000000000,-0.226000000000000000,1.332,0.000000000000000000,1.055,-0.237,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,HSX,Bất động sản,Bất động sản,2024,4,8100,6390243496000.0,2646798.0,629580640.0,5231815118400.0000,377748384.0000,-0.565,-1.424,-0.517,-1.081,172,0.634,-0.252,0.9930000000000000,-0.039000000000000000,1.188,-0.121000000000000000,0.865,-1.043,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,HSX,Lâm sản và Chế biến gỗ,Tài nguyên Cơ bản,2024,4,8100,1023184328400.0,806713.0,393532434.0,1247497983790.0000,393532487.0000,-1.104,-0.523,-0.886,-1.097,173,-1.3,-1.321,0.2960000000000000,-0.276000000000000000,0.342,0.052000000000000000,-1.21,0.103,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,UPCOM,Xây dựng,Xây dựng và Vật liệu,2024,4,8100,719994652200.0,743183.0,399997029.0,679994949300.0000,399997029.0000,-1.485,-0.245,-0.786,-1.114,174,-1.569,-1.442,0.1600000000000000,-0.318000000000000000,0.214,0.188000000000000000,-1.497,0.62,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HDG,Công ty Cổ phần Tập đoàn Hà Đô,HSX,Bất động sản,Bất động sản,2024,4,8100,9841016731000.0,2733503.0,369963035.0,9585448576500.0000,336331529.0000,0.421,-1.473,-1.481,-1.13,175,-0.186,0.071,0.6300000000000000,0.049000000000000000,0.649,0.316000000000000000,-0.292,1.002,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VGT,Tập đoàn Dệt May Việt Nam,UPCOM,Hàng May mặc,Hàng cá nhân & Gia dụng,2024,4,8100,6050000000000.0,2069189.0,500000000.0,7300000000000.0000,500000000.0000,-0.407,-0.9,-1.24,-1.147,176,0.378,0.585,0.8930000000000000,0.153000000000000000,1.2,0.260000000000000000,0.924,0.836,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
GEG,Công ty Cổ phần Điện Gia Lai,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2024,4,8100,5118823816600.0,1551588.0,350604371.0,4299700452000.0000,358308371.0000,-0.459,-0.605,-1.509,-1.163,177,0.66,-0.908,1.0320000000000000,-0.159000000000000000,0.929,0.184000000000000000,0.376,0.599,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
STK,Công ty Cổ phần Sợi Thế Kỷ,HSX,Hàng May mặc,Hàng cá nhân & Gia dụng,2024,4,8100,1933699194000.0,21623.0,140123130.0,2372436484200.0000,96636924.0000,-0.17,-1.063,-1.41,-1.179,178,-0.032,-0.454,0.6910000000000000,-0.066000000000000000,0.909,-0.307000000000000000,0.34,-1.549,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,HSX,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2024,4,8100,17984016805450.0,9510644.0,679925021.0,13297699100000.0000,379934260.0000,-1.143,-1.719,0.135,-1.196,179,0.339,0.171,0.8870000000000000,0.062000000000000000,0.586,-0.058000000000000000,-0.554,-0.609,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SGP,Công ty Cổ phần Cảng Sài Gòn,UPCOM,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2024,4,8100,5255967552300.0,131235.0,216294961.0,6077888404100.0000,216294961.0000,-0.394,-1.637,-0.701,-1.212,180,-0.877,1.17,0.4390000000000000,0.390000000000000000,0.59,0.000000000000000000,-0.531,-0.237,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,HNX,Phân phối hàng chuyên dụng,Bán lẻ,2024,4,8100,953633249600.0,149842.0,51827894.0,684128200800.0000,51827894.0000,-0.446,-1.375,-1.041,-1.228,181,0.275,-0.403,0.8530000000000000,-0.059000000000000000,0.813,0.570000000000000000,0.149,1.373,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
IDJ,Công ty Cổ phần Đầu tư IDJ Việt Nam,HNX,Bất động sản,Bất động sản,2024,4,8100,659262733400.0,512561.0,173490193.0,1023592138700.0000,173490193.0000,-0.906,-1.342,-0.645,-1.245,182,1.53,-0.292,1.9800000000000000,-0.048000000000000000,2.82,-0.073000000000000000,1.699,-0.754,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TEG,Công ty Cổ phần Trường Thành Energy Group,HSX,Bất động sản,Bất động sản,2024,4,8100,707926453320.0,15630.0,120806562.0,851686262100.0000,120806562.0000,-1.695,-1.326,0.106,-1.261,183,1.274,-1.049,1.5530000000000000,-0.191000000000000000,1.811,0.135000000000000000,1.473,0.475,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PLC,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,HNX,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2024,4,8100,1809865478400.0,870188.0,80797566.0,1809865478400.0000,80797566.0000,-1.051,-0.982,-1.056,-1.278,184,-0.07,-1.482,0.6780000000000000,-0.335000000000000000,0.641,-0.021000000000000000,-0.316,-0.33,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,HSX,Bất động sản,Bất động sản,2024,4,8100,16574524416100.0,16664669.0,1112384189.0,11242973586000.0000,720703435.0000,-0.722,-1.358,-1.013,-1.294,185,0.48,-0.595,0.9470000000000000,-0.087000000000000000,0.841,-0.031000000000000000,0.244,-0.433,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,HSX,Bất động sản,Bất động sản,2024,4,8100,32208012757800.0,4445462.0,941754759.0,804304000000.0000,29570000.0000,-1.222,-1.014,-0.871,-1.31,186,1.71,-0.787,22.7920000000000000,-0.117000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
LDG,Công ty Cổ phần Đầu tư LDG,HSX,Bất động sản,Bất động sản,2024,4,8100,874206203580.0,1174025.0,255615849.0,481669808600.0000,256207345.0000,-0.315,-1.227,-1.608,-1.327,187,1.697,-1.573,4.8180000000000000,-0.380000000000000000,1.425,0.809000000000000000,1.163,1.508,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,HSX,Bất động sản,Bất động sản,2024,4,8100,16164511939800.0,9812647.0,997809379.0,18073999718100.0000,873140083.0000,-1.13,-1.653,-0.39,-1.343,188,-0.365,-1.23,0.6060000000000000,-0.236000000000000000,0.743,-0.064000000000000000,0.006,-0.671,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,HNX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2024,4,8100,874789665200.0,87962.0,123209812.0,899431627600.0000,123209812.0000,-1.09,-1.096,-1.084,-1.359,189,1.543,-1.099,1.9980000000000000,-0.196000000000000000,2.05,0.028000000000000000,1.58,-0.051,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,HSX,Hàng May mặc,Hàng cá nhân & Gia dụng,2024,4,8100,1361389321200.0,300423.0,101596218.0,2113201334400.0000,101596218.0000,-1.459,-1.604,-0.248,-1.376,190,0.8,-0.817,1.1660000000000000,-0.127000000000000000,1.776,-0.130000000000000000,1.461,-1.094,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DPG,Công ty Cổ phần Tập đoàn Đạt Phương,HSX,Xây dựng,Xây dựng và Vật liệu,2024,4,8100,5247478998000.0,744662.0,118587096.0,2897979484000.0000,62999554.0000,-0.512,-1.489,-1.466,-1.392,191,-0.16,1.049,0.6380000000000000,0.302000000000000000,0.434,-0.202000000000000000,-0.972,-1.342,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HNG,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,UPCOM,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2024,4,8100,7870732654500.0,3274447.0,1108553895.0,6762178759500.0000,1108553895.0000,-1.406,-0.359,-1.721,-1.409,192,-1.108,0.434,0.3540000000000000,0.116000000000000000,0.148,-0.032000000000000000,-1.64,-0.444,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,HSX,Thép và sản phẩm thép,Tài nguyên Cơ bản,2024,4,8100,9811520482200.0,4030281.0,620982309.0,11457123601050.0000,620982309.0000,-0.841,-1.686,-0.985,-1.425,193,0.557,-0.928,0.9680000000000000,-0.163000000000000000,1.184,0.090000000000000000,0.841,0.362,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PGV,Tổng Công ty Phát điện 3 - Công ty Cổ phần,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2024,4,8100,27019406506300.0,52433.0,1123468046.0,22750227931500.0000,1123468046.0000,-1.064,-1.195,-1.325,-1.441,194,-0.211,-0.948,0.6270000000000000,-0.164000000000000000,0.639,0.316000000000000000,-0.352,0.991,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
FCN,Công ty Cổ phần FECON,HSX,Xây dựng,Xây dựng và Vật liệu,2024,4,8100,2093938766500.0,951257.0,157439005.0,2298609473000.0000,157439005.0000,-1.432,-0.916,-1.282,-1.458,195,0.724,-0.857,1.0890000000000000,-0.146000000000000000,1.156,-0.082000000000000000,0.781,-0.795,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SCR,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,HSX,Bất động sản,Bất động sản,2024,4,8100,2596488067080.0,2355827.0,430595036.0,2463003605920.0000,430595036.0000,-1.551,-1.129,-0.971,-1.474,196,1.518,-1.271,1.9780000000000000,-0.241000000000000000,1.966,0.023000000000000000,1.556,-0.103,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
IDI,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,HSX,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2024,4,8100,1761963708600.0,657088.0,273172668.0,2248211057640.0000,273172668.0000,-1.629,-0.654,-1.424,-1.49,197,1.197,-1.382,1.4570000000000000,-0.291000000000000000,1.859,0.171000000000000000,1.52,0.578,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TVN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,UPCOM,Thép và sản phẩm thép,Tài nguyên Cơ bản,2024,4,8100,5627400000000.0,840966.0,678000000.0,5288400000000.0000,678000000.0000,-1.577,-0.851,-1.311,-1.507,198,1.287,0.625,1.5600000000000000,0.159000000000000000,1.538,0.194000000000000000,1.306,0.64,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NKG,Công ty Cổ phần Thép Nam Kim,HSX,Thép và sản phẩm thép,Tài nguyên Cơ bản,2024,4,8100,6467399230450.0,5281698.0,447570881.0,6467399230450.0000,447570881.0000,-0.959,-1.506,-1.381,-1.523,199,0.391,-1.15,0.8950000000000000,-0.210000000000000000,1.182,0.127000000000000000,0.829,0.465,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
S99,Công ty Cổ phần SCI,HNX,Xây dựng,Xây dựng và Vật liệu,2024,4,8100,936800928000.0,141850.0,104088992.0,793074648000.0000,99134331.0000,-0.946,-1.276,-1.636,-1.54,200,1.454,-1.139,1.7600000000000000,-0.209000000000000000,1.504,0.235000000000000000,1.246,0.723,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
ASM,Công ty Cổ phần Tập đoàn Sao Mai,HSX,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2024,4,8100,2280287424800.0,401293.0,407194183.0,3183532950000.0000,370178250.0000,-1.511,-0.965,-1.551,-1.556,201,1.428,-0.988,1.6930000000000000,-0.172000000000000000,2.284,-0.131000000000000000,1.628,-1.105,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HDC,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,HSX,Bất động sản,Bất động sản,2024,4,8100,3735410477700.0,3069493.0,199754571.0,4467791898300.0000,178354966.0000,-1.025,-1.588,-1.452,-1.572,202,-0.685,-1.18,0.5000000000000000,-0.222000000000000000,0.753,-0.209000000000000000,0.03,-1.373,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,HSX,Bất động sản,Bất động sản,2024,4,8100,43460956419300.0,17483437.0,2234496474.0,19988571514500.0000,1950104538.0000,-1.708,-1.457,-0.914,-1.589,203,1.249,-1.472,1.5420000000000000,-0.335000000000000000,1.214,0.379000000000000000,0.948,1.126,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
MSR,Công ty Cổ phần Masan High-Tech Materials,UPCOM,Khai khoáng,Tài nguyên Cơ bản,2024,4,8100,44543095560000.0,3044540.0,1099829520.0,12860118414000.0000,1099155420.0000,-1.248,-1.145,-1.707,-1.605,204,0.608,-1.17,0.9760000000000000,-0.215000000000000000,0.246,2.000000000000000000,-1.449,1.704,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TIS,Công ty Cổ phần Gang thép Thái Nguyên,UPCOM,Thép và sản phẩm thép,Tài nguyên Cơ bản,2024,4,8100,901545610000.0,31122.0,183988900.0,1122332290000.0000,183988900.0000,-1.643,-1.08,-1.622,-1.621,205,1.133,1.271,1.4080000000000000,0.488000000000000000,1.635,-0.172000000000000000,1.389,-1.249,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HHP,Công ty Cổ phần HHP Global,HSX,Sản xuất giấy,Tài nguyên Cơ bản,2024,4,8100,1103567873250.0,1074169.0,86554343.0,714073329750.0000,86554343.0000,-1.682,-1.424,-1.254,-1.638,206,1.031,-0.958,1.2880000000000000,-0.166000000000000000,0.911,0.538000000000000000,0.364,1.322,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BTS,Công ty Cổ phần Xi măng VICEM Bút Sơn,HNX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2024,4,8100,642511261600.0,15354.0,123559858.0,605443304200.0000,123559858.0000,-1.524,-1.538,-1.367,-1.654,207,1.505,-0.615,1.9370000000000000,-0.089000000000000000,1.742,0.020000000000000000,1.449,-0.134,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
API,,,,,2024,4,8100,,,,655855012800.0000,84083976.0000,-1.261,-1.588,-1.679,-1.671,208,1.082,0.968,1.3450000000000000,0.263000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HTN,Công ty Cổ phần Hưng Thịnh Incons,HSX,Bất động sản,Bất động sản,2024,4,8100,712931288000.0,211547.0,89116411.0,908987392200.0000,89116411.0000,-1.656,-1.391,-1.495,-1.687,209,1.364,-1.704,1.6540000000000000,-0.539000000000000000,2.369,-0.269000000000000000,1.663,-1.476,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,HSX,Bất động sản,Bất động sản,2024,4,8100,1797868320250.0,42966.0,100159795.0,2263611367000.0000,100159795.0000,-1.59,-1.669,-1.693,-1.703,210,0.096,0.827,0.8010000000000000,0.211000000000000000,0.986,-0.128000000000000000,0.471,-1.084,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,HSX,Thép và sản phẩm thép,Tài nguyên Cơ bản,2024,4,8100,527904079900.0,201445.0,112320017.0,517795278370.0000,112320017.0000,-1.721,-1.702,-1.665,-1.72,211,1.671,-1.674,3.2390000000000000,-0.469000000000000000,2.395,-0.061000000000000000,1.675,-0.63,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HGM,,,,,2025,3,8103,,,,3849300000000.0000,12600000.0000,1.544,1.721,1.506,1.72,1,-1.685,1.715,0.1040000000000000,2.920000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,HSX,Hàng không,Du lịch và Giải trí,2025,3,8103,5379456951400.0,255693.0,102076982.0,6328772884000.0000,102076982.0000,1.684,1.402,1.546,1.704,2,-1.398,-1.284,0.2490000000000000,-0.210000000000000000,0.281,-0.107000000000000000,-1.342,-0.929,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,HSX,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2025,3,8103,2472661674000.0,15532.0,26165732.0,2739552140400.0000,26165732.0000,1.236,1.577,1.708,1.688,3,-1.473,-0.505,0.2270000000000000,-0.071000000000000000,0.299,-0.121000000000000000,-1.294,-1.022,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,HSX,Phân phối hàng chuyên dụng,Bán lẻ,2025,3,8103,3136500000000.0,11972.0,45000000.0,3271500000000.0000,45000000.0000,1.71,1.705,1.047,1.672,4,-1.56,0.745,0.1780000000000000,0.253000000000000000,0.187,0.273000000000000000,-1.556,0.878,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BMP,Công ty Cổ phần Nhựa Bình Minh,HSX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2025,3,8103,12033557886000.0,209398.0,81860938.0,11738858509200.0000,81860938.0000,1.518,1.609,1.303,1.656,5,-1.361,0.575,0.2550000000000000,0.161000000000000000,0.27,-0.066000000000000000,-1.401,-0.712,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VLB,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,UPCOM,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2025,3,8103,2172506040000.0,28033.0,46720560.0,2149145760000.0000,46720560.0000,1.364,1.657,1.344,1.64,6,-1.173,0.565,0.3330000000000000,0.159000000000000000,0.323,0.089000000000000000,-1.246,0.331,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
